Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK03,OUT035,4003.362826237052
FDT45,OUT017,614.0667480609319
NCC54,OUT027,5303.985335979138
FDP08,OUT018,3362.6768936532744
FDU44,OUT046,2850.589068059022
DRG39,OUT035,744.0429496451611
FDU32,OUT049,1725.1571911944566
FDY27,OUT049,2822.9621351138358
NCP54,OUT013,1756.5897034847385
NCZ41,OUT049,1744.494731996102
DRL49,OUT013,2292.5739496768256
FDI05,OUT018,1520.4662595652233
FDY56,OUT045,3790.540672275928
DRC13,OUT013,1678.9977643683123
NCV29,OUT017,2687.737553998575
FDR24,OUT049,1567.697171242617
FDZ34,OUT018,2951.6244510371916
FDP37,OUT035,1962.0940445059657
FDX08,OUT027,4464.118559293917
FDS57,OUT045,2149.6725726966292
NCG18,OUT049,1689.3475803454985
FDK25,OUT018,2928.4799685294392
FDH53,OUT049,1090.6318334909122
DRI59,OUT018,3501.4706312647486
FDA52,OUT046,2953.438734384051
FDT20,OUT010,-1052.114558944088
FDE36,OUT019,1160.9620556829673
FDI24,OUT017,2634.987302670722
FDB28,OUT018,3384.7035501861774
FDV11,OUT017,2541.2545296552853
FDP01,OUT046,2684.6605780295968
FDD34,OUT027,3988.2992440963635
FDJ50,OUT027,2388.4392884169815
FDZ44,OUT013,1889.6958821908768
DRO59,OUT035,1211.503738260711
DRB48,OUT045,702.0196960569654
FDR21,OUT018,3102.9549845111806
NCE42,OUT010,1739.6388455044414
FDO23,OUT046,1476.465724830725
NCE30,OUT018,3415.211265975342
FDQ22,OUT035,480.0542374893136
FDY01,OUT045,1800.1153163020876
FDS08,OUT017,2778.0497264795586
FDG28,OUT018,3910.695782747841
FDQ51,OUT018,773.0774518348001
FDB05,OUT017,3796.7260835783645
FDO56,OUT049,2090.3686262229367
FDE02,OUT018,1592.2712165995379
FDN45,OUT017,3334.7066683391186
FDS09,OUT013,761.7858986545813
NCA54,OUT018,3132.695273014545
FDP09,OUT010,1792.65012512548
FDC53,OUT045,1806.8217420368956
NCM55,OUT017,2802.967745796015
FDL09,OUT018,3016.0600576622564
FDA11,OUT019,143.39294333192802
FDA50,OUT045,1668.4039099202093
FDC23,OUT017,2620.444025266167
FDE22,OUT049,2702.1615328699336
FDD23,OUT046,3110.548072822201
NCA29,OUT049,2781.285761842466
FDK38,OUT046,2384.4979301655594
DRC13,OUT046,1930.9835237862228
NCP43,OUT049,2926.1659518712195
FDX28,OUT049,1090.855007709451
FDF08,OUT049,1527.4625598640382
FDZ33,OUT046,2389.3191330630693
FDD10,OUT049,2792.346315922782
FDO58,OUT017,2463.5935541914514
FDI50,OUT017,3428.2984457703133
FDO58,OUT045,2732.529422305088
FDX08,OUT013,2865.0421681286343
NCK17,OUT010,-1280.2910422014318
FDF39,OUT035,3969.4032415385072
FDU45,OUT010,289.8698181194583
NCJ18,OUT018,2134.4974969507557
DRC27,OUT019,2629.1341260484796
DRC25,OUT035,1316.2209977051186
FDU59,OUT035,2349.279463714127
FDU28,OUT035,2836.6036478698434
NCP30,OUT046,782.5982377740497
FDB39,OUT018,1197.0441650894904
FDE41,OUT013,1047.9978632110697
DRH11,OUT010,-634.3772647030663
FDA58,OUT045,3450.1215063900854
FDU50,OUT046,1766.3028056161113
FDM34,OUT013,1899.2803978762106
FDM44,OUT027,3233.981160358774
FDR39,OUT045,2860.8918480392786
FDM25,OUT045,2881.743507938363
FDQ49,OUT049,2573.1792258260566
DRH25,OUT018,1024.4799125159561
FDM09,OUT027,4320.4816665420785
FDL44,OUT019,1202.4071795899777
NCR42,OUT018,784.1747794939665
DRL59,OUT046,1138.6938920106018
FDX43,OUT013,2207.9084307394455
DRK47,OUT010,1879.114807434608
FDU48,OUT018,2436.4944409873588
FDY12,OUT045,756.82731732092
NCN43,OUT018,2203.4964542201697
NCM55,OUT018,3151.997108545267
FDQ21,OUT027,3363.764575609108
FDX13,OUT035,3846.2502131230276
NCK30,OUT027,5465.143521969365
FDG20,OUT049,2850.95549926268
DRG27,OUT017,400.7892662438303
FDY14,OUT018,4491.634465191084
FDP59,OUT035,1710.5944518579
FDU60,OUT017,2498.9277733891977
NCC18,OUT019,1048.4061312296071
DRJ39,OUT017,3353.8189057753752
FDS07,OUT049,1533.0928231561836
FDM08,OUT027,4899.674714575999
FDP51,OUT045,2057.949640670012
FDU16,OUT035,981.3840139551518
FDH12,OUT013,1665.927815014764
DRE48,OUT010,1185.4467824022606
NCL42,OUT027,5229.57292703371
FDR21,OUT045,2968.5258186302553
NCW29,OUT035,2119.8516141271657
FDO11,OUT013,4000.684472446015
NCM31,OUT049,2137.8036065469987
FDV35,OUT019,956.9979481446954
FDF58,OUT017,773.4687259222228
NCE43,OUT049,2793.896182644635
FDA02,OUT035,2376.6062166472884
DRL37,OUT010,-1216.809576271345
FDR24,OUT018,1789.1690484220032
FDW59,OUT049,1291.4670231160535
FDS22,OUT049,796.0451116338788
FDW24,OUT017,804.5328165056202
FDU24,OUT035,1103.1716869047555
FDA21,OUT027,4132.763176207
FDH58,OUT027,3020.076845889922
FDW36,OUT018,1939.300454602211
FDI45,OUT027,4258.903333961796
FDU01,OUT018,3179.9191613845496
FDF35,OUT027,3060.6956097571374
FDU43,OUT019,2098.6589646479456
FDE24,OUT019,962.8732287253507
FDK50,OUT049,2534.131004754434
FDG31,OUT045,1094.7981953084939
FDC60,OUT045,1650.4539320983179
FDL36,OUT013,1414.308600722825
FDP21,OUT013,3058.436614758284
FDW16,OUT045,1697.3238017321537
FDX02,OUT017,3302.6464430473943
FDQ58,OUT027,3438.8570939707897
FDT51,OUT046,2145.69195215793
FDD59,OUT049,1083.2112063034479
NCM42,OUT018,2029.2933666996819
FDA57,OUT018,840.9069583753335
FDZ48,OUT035,1592.8710805384344
FDE46,OUT045,2545.361822704547
NCZ30,OUT019,465.35159245391895
FDB56,OUT017,2571.110785340117
FDA25,OUT027,3064.8251974453915
FDD20,OUT013,1809.1417337520795
FDL25,OUT013,1283.4631229913562
NCO18,OUT049,2976.1456910377174
FDJ45,OUT017,460.44783339966483
FDR12,OUT035,2787.8109082603414
NCF19,OUT010,-775.1053835997598
FDK25,OUT046,2827.3168279224183
NCR17,OUT046,1934.6869319266925
FDC52,OUT046,2552.829740435239
NCA54,OUT017,2743.3796286636434
FDR45,OUT010,1810.39739418783
NCM19,OUT049,1590.1300520359546
FDF39,OUT027,5555.094688012282
FDX23,OUT049,1655.0637636521803
FDD58,OUT027,3181.9520013538413
FDX28,OUT013,924.3849829312384
NCD31,OUT013,2493.4979763996134
FDU57,OUT018,2774.786438509991
FDI27,OUT046,863.4613739779038
NCM42,OUT046,1949.4891664827396
FDD32,OUT027,2834.1919235474907
FDI34,OUT013,3547.685693430495
NCM29,OUT049,2167.452477966643
FDG46,OUT018,2229.6234935823004
DRC01,OUT010,-757.4008442470154
FDB15,OUT027,5573.234294078081
NCA17,OUT027,3503.4384613396533
FDF10,OUT046,2203.2088002555965
FDR26,OUT027,4321.684228543001
FDI02,OUT049,1771.7076760122898
NCM54,OUT010,233.04181173262833
FDF14,OUT013,2214.6069096516158
FDJ33,OUT010,373.37558785258824
FDM20,OUT035,3614.3485317459745
FDC03,OUT027,4635.4623805984465
NCX05,OUT046,2102.9616844844504
NCM41,OUT027,2873.019519556812
NCU29,OUT010,803.1478841011935
FDQ59,OUT017,959.0932989996355
FDH46,OUT010,-9.094239689691278
FDH09,OUT013,630.6125205824145
NCD06,OUT045,840.7656463605576
FDC15,OUT035,2300.644830640132
DRD37,OUT027,2158.008508784534
FDT28,OUT027,3870.8752363886106
FDR28,OUT027,4165.39116307672
FDT38,OUT017,1151.4183251277261
FDV34,OUT027,2808.8224133599324
FDY52,OUT035,893.6045356081999
FDB34,OUT013,1300.4505993273715
DRL23,OUT018,2025.5634294298347
DRB24,OUT046,2606.092478086136
FDJ50,OUT046,1117.2849110888208
FDQ49,OUT035,2398.09311831753
FDP20,OUT035,1810.7514518617907
FDV19,OUT027,4171.239670359555
NCR54,OUT045,3004.357009997998
FDO09,OUT010,2086.9455515063523
FDS57,OUT018,2345.6005854812906
FDN10,OUT049,1809.8787752899716
FDV23,OUT049,1895.448678800088
FDY28,OUT049,2894.407198698327
DRG51,OUT013,2538.5260426110026
FDD45,OUT019,-349.22870108538905
NCL18,OUT027,4454.732914333157
NCM29,OUT013,1994.8462052196442
FDF17,OUT027,4624.231296785769
FDE22,OUT017,2539.357996442209
FDQ22,OUT017,418.5730385385116
FDS01,OUT013,2721.0629709667746
FDW35,OUT027,2250.899242536355
FDJ33,OUT046,2299.6007739540664
NCF54,OUT035,2726.2393166850816
FDE09,OUT013,1639.7677005963692
NCE06,OUT045,2706.4277496857594
DRH49,OUT049,1235.6038721209616
FDY43,OUT045,2430.4076242207184
NCT05,OUT017,3792.7927233024493
FDZ34,OUT045,2788.575060795415
FDL38,OUT017,1456.9633966715319
FDZ31,OUT017,2563.1552748165004
FDR14,OUT035,848.706474198808
NCN54,OUT049,1372.5407414460037
NCC42,OUT027,3714.0320888540027
FDK08,OUT017,1385.0339493071835
FDP59,OUT013,1719.3490566078142
FDV22,OUT035,2509.878657499048
FDD33,OUT035,3210.171849879982
DRE60,OUT027,5048.524619998934
FDK52,OUT046,3549.334892281152
FDA02,OUT017,2358.1071475152085
FDM56,OUT049,1766.6136484581489
FDE57,OUT035,2092.204528109053
FDM32,OUT045,1244.0580390980958
NCQ30,OUT027,3536.526144615247
FDQ27,OUT027,3135.8929185388997
FDT60,OUT027,3555.043195583121
FDU43,OUT049,3755.9140698736564
NCO55,OUT035,1690.2546451021865
FDG02,OUT045,3156.6408754644444
FDJ28,OUT013,2770.4620570734814
FDP40,OUT045,1973.4297172015488
FDJ38,OUT045,3026.2216903667777
NCC54,OUT017,3717.4253518243495
NCZ41,OUT046,1851.0775506057857
FDK38,OUT019,1932.0162954738087
FDU52,OUT013,2210.0565884930993
FDC40,OUT046,1375.335936501233
NCR30,OUT017,1010.5694619789027
NCN18,OUT017,988.605941666618
FDB50,OUT035,1140.1736595054713
FDG04,OUT013,2914.3210926124248
FDR26,OUT035,2736.6714510823513
NCT17,OUT018,3137.4334648238173
FDX35,OUT027,5072.253270965484
FDS12,OUT046,2226.3090167426867
NCZ29,OUT027,3479.2099567407777
FDB38,OUT010,352.7712490150342
FDP12,OUT013,487.77683870768567
FDP22,OUT046,752.6989933532044
FDS26,OUT018,4330.316146463677
FDR52,OUT046,3354.6763783006663
DRJ13,OUT046,2783.67640758542
FDU48,OUT027,3653.671237884989
FDE29,OUT035,863.9881281130797
NCT29,OUT049,2028.625722679898
DRK37,OUT018,2745.5749451693155
FDK55,OUT046,1638.253031342397
FDR07,OUT046,1799.5559537317233
FDO21,OUT027,5139.283977548531
FDK46,OUT049,4017.314797902429
FDB12,OUT045,1682.698392797976
FDT31,OUT027,4587.118121400432
FDJ33,OUT045,2195.536262901819
FDC26,OUT027,3201.8703648308174
NCQ02,OUT045,2931.068204764072
FDP08,OUT010,1328.9876137737429
FDB11,OUT027,5046.123751493005
FDV55,OUT013,2105.5923486030388
FDW20,OUT049,1867.1361768968482
NCJ18,OUT019,495.53945847971175
FDC41,OUT018,1522.221522741528
FDE14,OUT027,3090.593525659824
FDG35,OUT013,2402.7578699358683
FDF45,OUT035,854.1039332190094
FDS19,OUT027,2637.893177554859
FDS58,OUT019,945.2792710343065
FDA26,OUT017,3357.6507362891844
FDM32,OUT049,1214.3857714017163
FDL45,OUT046,2307.6649371114036
FDZ55,OUT049,2532.0657619340627
FDY37,OUT049,2399.7749570800947
FDO46,OUT046,3140.2374359344467
FDQ60,OUT046,2141.861362565972
FDA19,OUT018,2177.777227337372
FDL15,OUT046,2729.3214888588245
FDM10,OUT018,3491.965513251642
NCL05,OUT017,226.53389711600374
DRK49,OUT010,-1219.79677296763
NCE18,OUT027,5147.6945032081385
FDG40,OUT049,758.3161621224913
DRI59,OUT045,3316.6548086159964
FDK28,OUT035,3961.500242734982
NCD06,OUT019,-698.4300373930269
FDO11,OUT019,2756.2927140053316
FDK27,OUT046,2153.926699801483
FDT43,OUT027,2434.6042992261155
FDD38,OUT018,1945.5961854870216
FDA16,OUT049,3239.915979061363
FDL14,OUT027,4101.439616986326
NCM17,OUT049,796.2287047716882
FDD20,OUT045,1740.7743814607356
FDA40,OUT045,1435.2311518469794
FDL43,OUT045,1388.6634867057464
FDV15,OUT045,1683.6310470905273
FDE52,OUT046,1395.7654411643648
NCL17,OUT010,686.0430007626894
NCJ31,OUT045,3745.8530271304453
FDR60,OUT045,1197.8278006054318
NCA18,OUT035,1775.2078609650823
FDS21,OUT027,2688.4111312825726
FDW09,OUT035,1279.6182859462888
FDL26,OUT035,2255.843114338756
FDS47,OUT018,1437.8085556449462
FDC39,OUT046,2765.355866589285
FDT51,OUT035,1886.1718470009964
FDK40,OUT035,3558.4363036120358
NCG19,OUT045,3609.828694270409
FDZ07,OUT046,1039.8582437369928
FDF08,OUT027,2931.508168542123
FDO04,OUT013,498.95680333397365
FDK41,OUT018,1635.8889098019242
FDP15,OUT049,3745.2377835021944
NCD43,OUT018,1923.059965013388
NCP18,OUT013,2282.421734782726
FDZ51,OUT046,1652.9095436683376
DRH13,OUT035,1744.3346343871867
FDF38,OUT045,742.6596330829916
NCI43,OUT045,810.6667453108213
FDM38,OUT027,2324.7166525409175
FDS03,OUT013,1024.6434304282016
DRJ47,OUT017,2709.4239208116633
FDT50,OUT010,-234.5596228657687
FDV02,OUT046,2813.279530953603
NCG18,OUT017,1508.9806421999806
FDW52,OUT046,2768.9148538854224
FDS40,OUT035,529.6203489938107
FDN31,OUT017,2879.851150274393
FDA37,OUT045,2129.713135699594
FDA15,OUT046,4162.180192720549
FDL39,OUT046,3192.010618512847
FDJ53,OUT045,2113.2923138543565
FDX22,OUT013,3387.054856789724
NCZ42,OUT045,3732.245231912878
FDD56,OUT027,4383.263421518527
FDD40,OUT017,3009.0567790584673
FDS50,OUT013,3259.530605848722
NCN14,OUT013,2655.2515394460615
FDT15,OUT013,2942.419132788281
NCS18,OUT027,3123.5152785592663
NCO26,OUT010,82.68761557283204
FDF58,OUT018,1158.3289257644615
NCB19,OUT013,1274.56822269759
FDH26,OUT017,2192.550116877592
DRB24,OUT027,3882.408598868591
FDA49,OUT018,1723.9559212297013
FDB32,OUT045,1728.037786312666
FDI36,OUT017,2934.4103160573795
NCA17,OUT010,27.264136109697972
FDH22,OUT013,1730.1699882792855
NCM26,OUT018,2601.582103124343
FDT15,OUT027,4543.107691929485
FDB16,OUT018,1573.1411678471711
NCP54,OUT027,3364.219291211617
FDJ36,OUT013,1535.2399210549302
FDO28,OUT045,1848.014797896574
FDU09,OUT013,857.4828913911222
FDF29,OUT017,2007.965083596801
FDY08,OUT013,2185.510641313278
DRJ59,OUT018,792.3973163897352
FDT23,OUT027,2829.3630970927998
FDU15,OUT018,780.0702963034857
FDT47,OUT013,1376.138779470548
FDI53,OUT019,2148.013616026772
FDR59,OUT018,4433.656442744174
FDD53,OUT035,574.3826114431959
FDY51,OUT017,3212.916732084709
FDT04,OUT049,350.30788707801406
FDU51,OUT049,2784.906486557771
FDG14,OUT035,2298.358335905469
NCU06,OUT045,3725.2342132123267
DRG25,OUT046,3097.779338512185
DRH49,OUT035,1136.7598948412617
FDN15,OUT035,2122.4141729354633
FDL43,OUT018,1535.4133298387453
NCT18,OUT049,3032.125200762577
NCB31,OUT013,3959.613114038826
FDK57,OUT035,1522.146705318186
FDY04,OUT019,1246.360803866935
NCP54,OUT046,2038.221648791606
FDF41,OUT013,3765.1284507087075
FDM01,OUT045,1672.425374617306
FDW03,OUT045,1937.2196452743067
FDF28,OUT045,2201.7660362475917
FDY37,OUT017,2205.6199586966422
FDQ03,OUT017,3445.627798110203
FDP51,OUT027,3455.2038465780415
FDJ40,OUT017,1603.822177466439
FDC32,OUT049,1623.9897446421758
DRI49,OUT027,2647.787528156625
NCW54,OUT017,392.68375248155843
FDF09,OUT017,555.5835810547158
FDP45,OUT018,4287.673517061957
DRJ23,OUT018,3096.4479194995884
FDS59,OUT017,1800.0723513231012
FDY08,OUT046,2464.112464694127
FDX16,OUT049,2244.8218728812044
FDY16,OUT018,2848.9559185771177
FDK32,OUT035,2308.5508459788307
FDQ22,OUT013,468.7564189071175
NCC31,OUT018,2716.784489521603
FDG58,OUT049,2387.6129378645724
DRF48,OUT013,2387.87539021861
DRH36,OUT049,1167.9268499354976
NCR30,OUT035,1085.8311917110573
FDB03,OUT019,2451.114290163554
FDZ28,OUT027,3513.9996690170074
FDR35,OUT017,2927.250497834002
DRD15,OUT027,5279.122634164534
FDJ33,OUT019,723.1434903992326
FDA56,OUT010,261.5563835352956
FDP56,OUT046,1019.6531014591762
NCT30,OUT046,1060.8851884731887
FDK15,OUT017,1537.927591655199
FDH44,OUT018,2566.5965841416746
FDV01,OUT013,2174.6539112303462
DRG03,OUT017,2322.7696821677982
FDG50,OUT027,3079.6441766068074
FDR16,OUT010,1404.1653677248946
FDZ60,OUT046,1891.1647373694414
DRG03,OUT045,2568.545113963545
FDS56,OUT018,4488.90022151333
FDU33,OUT045,934.3582404355399
DRD27,OUT035,1224.8353527068793
FDW22,OUT046,3687.528402314323
DRA24,OUT045,2859.7355696799677
FDF38,OUT049,708.2466994850519
FDX48,OUT013,2490.8551416285736
FDS58,OUT018,2748.369209353361
FDC32,OUT046,1737.7334796954462
NCQ29,OUT045,4116.641946122975
DRK39,OUT018,1294.6761330779927
NCS38,OUT017,1300.802049449594
DRO47,OUT013,1519.798242696875
DRG27,OUT027,2059.6530365262142
FDC57,OUT027,4651.737417156097
FDS55,OUT046,2470.9989818832073
NCJ06,OUT018,2259.4681935113585
FDO01,OUT019,881.6400392089141
NCM55,OUT045,3008.43370591232
FDC52,OUT049,2437.28029396705
FDQ15,OUT045,1200.4619214895272
NCT30,OUT027,2348.910211191026
NCR42,OUT027,2017.8858999528463
FDD28,OUT035,786.5135130450253
FDQ34,OUT049,1684.3359633546916
FDZ12,OUT027,3575.176129810505
DRE13,OUT019,194.61015077243817
NCN07,OUT019,855.8567501198553
FDM28,OUT035,2878.1562014627307
FDI10,OUT017,2526.7697226674572
FDQ25,OUT013,2674.505289871726
FDA38,OUT010,2266.213853929736
DRI13,OUT049,3442.8588819991683
FDY20,OUT027,2997.8606607816737
NCZ53,OUT035,2909.855034923359
NCM31,OUT013,1996.719995015342
DRB01,OUT017,2726.3796924998405
DRF37,OUT046,3784.1601324271433
NCF42,OUT049,2863.9058214064735
FDF16,OUT018,2692.9018290682106
FDB41,OUT013,792.5757792426218
FDR34,OUT013,3567.603403393169
FDR15,OUT018,2893.440999315537
NCV42,OUT019,544.681080072593
FDW51,OUT035,3309.9429499400367
FDU36,OUT017,1302.1755643487995
FDX60,OUT049,1259.7728632141502
FDY03,OUT035,1858.4743462000188
FDW55,OUT045,3707.6425582276615
FDT01,OUT010,1254.7626497956871
FDG58,OUT013,2220.1748055486323
FDK21,OUT017,3837.747830980561
NCS41,OUT019,1106.5549651049657
FDS10,OUT045,2808.5416325265396
NCT53,OUT046,2618.0845417235005
FDJ28,OUT018,3137.4213849168973
FDX44,OUT045,1530.223543258399
FDT20,OUT018,925.7241998777338
FDO44,OUT017,1282.9677343347337
NCX17,OUT049,3606.198427814199
FDY01,OUT017,1600.182292958685
FDJ12,OUT027,4873.20802395933
DRK35,OUT018,999.1686724165407
FDD47,OUT019,1339.1050480073095
NCM53,OUT035,1622.0452781159543
FDO45,OUT013,1373.7491262112453
NCM42,OUT010,64.32908120953203
FDE04,OUT046,3008.9448680861806
NCI30,OUT027,5458.038303053952
FDZ19,OUT013,2636.314152798329
FDW57,OUT013,2394.755273789755
FDA25,OUT013,1470.9854644632235
FDT22,OUT046,1138.4906755480265
FDP51,OUT013,1837.0346435777833
FDD48,OUT027,3372.7473237692957
FDY39,OUT035,2849.4285639053796
FDO48,OUT010,1865.7667586704408
FDD23,OUT027,4388.518780693401
DRN35,OUT027,2153.401416396312
FDT01,OUT035,3100.494922975624
FDC20,OUT010,-850.9628530652251
DRJ35,OUT035,673.2512344903264
FDB32,OUT046,1804.0864228925798
FDL24,OUT046,2916.0795384419553
NCV42,OUT035,1833.7227082896259
FDZ46,OUT046,1836.0806963383975
FDC15,OUT013,2264.5376428154004
FDD08,OUT019,-602.5427937890294
FDY50,OUT049,1366.1535130506477
FDD36,OUT013,1821.5693170216214
FDG57,OUT027,2291.8026296835887
FDL21,OUT018,1051.3585662242313
FDN16,OUT027,3194.419152068601
FDJ09,OUT027,1641.7389418052248
FDS01,OUT010,1090.030828597508
FDV33,OUT017,3940.053056746854
DRE12,OUT017,1407.7407094720566
FDR07,OUT013,1513.1406099554856
FDP48,OUT010,1432.8892424393423
NCB55,OUT035,803.8886668362085
FDQ08,OUT013,1038.828205071927
FDR34,OUT035,3659.628428204721
FDO33,OUT046,1859.026240102674
FDP13,OUT045,847.2222126719594
FDX12,OUT049,3870.282418047017
NCT06,OUT049,2560.8253839739373
FDR16,OUT019,2965.013994452165
FDE36,OUT046,2845.079710811071
FDZ36,OUT049,3011.8709897764484
FDV13,OUT045,1477.6339787530192
NCZ17,OUT035,359.322409767634
FDU56,OUT045,2383.735807382852
FDM09,OUT035,2754.3162109662508
FDV02,OUT017,2479.777161570065
FDS34,OUT018,1993.1093032100584
FDA11,OUT049,1649.3887730289057
FDP09,OUT017,3305.8880510326926
FDB29,OUT027,3273.4771271487407
FDT19,OUT017,2499.5342661604027
DRH15,OUT017,463.72099290338815
FDY38,OUT046,3898.67964874849
FDF14,OUT027,3826.864727529527
FDN48,OUT010,-92.9065107770652
FDQ12,OUT013,3625.8311148356843
NCJ43,OUT045,2685.4713954440767
FDE17,OUT019,789.7617302159857
FDB05,OUT035,3845.353867583097
FDH10,OUT045,3216.3628850749055
NCR06,OUT017,485.15845692971493
FDU32,OUT018,1902.4327686615125
FDD56,OUT049,2924.020365346126
FDO36,OUT018,3061.1995891142733
FDH16,OUT010,-240.25124568982812
FDX10,OUT018,730.1390815302832
FDZ37,OUT017,1058.3774852927772
FDU31,OUT010,1950.053005368283
DRC49,OUT049,2374.457950560932
FDL15,OUT045,2597.405751356253
FDN32,OUT019,2531.0943022010197
DRH59,OUT027,2572.9605946077236
NCU29,OUT049,2522.971210919127
FDR37,OUT019,2515.9893379796113
FDS14,OUT018,2609.866120246944
FDU02,OUT027,5048.862904557453
FDJ08,OUT035,2947.537374843686
NCZ06,OUT045,4049.8183533907713
FDO31,OUT049,1560.9292186512296
FDH31,OUT018,1206.9890971293753
FDS58,OUT017,2343.3272174330114
NCA53,OUT027,2188.386453392949
FDF50,OUT046,3196.592648472969
NCW42,OUT049,3523.1797333199384
NCQ17,OUT045,2478.7689644861657
FDK51,OUT018,4277.950628546079
NCW41,OUT010,519.6036547676896
NCR29,OUT017,791.9635989966578
FDB08,OUT019,520.9013130105777
FDA40,OUT027,2738.7633059825757
FDL14,OUT018,2926.293857324955
FDB47,OUT046,3462.2393909385964
FDO03,OUT035,3452.222956096465
DRK13,OUT019,1802.0685727467514
FDX13,OUT010,2124.477078810408
FDF52,OUT046,3041.3438703179627
FDT11,OUT013,3039.8552062771814
FDB08,OUT013,2353.8700790608827
FDQ28,OUT018,2678.8576440088373
FDD29,OUT045,4094.1601162650777
NCQ29,OUT027,5520.5845720442285
NCO02,OUT013,791.3513300312668
FDR56,OUT010,1366.6168449937795
NCM54,OUT049,2019.309549545551
FDP51,OUT035,1842.1770829630514
FDT38,OUT013,1149.0096280254647
FDZ20,OUT018,4214.056899931561
FDJ53,OUT013,1893.6901693940817
FDX13,OUT049,3962.391095680512
FDP58,OUT035,3197.063520474767
NCK31,OUT019,-383.2011844949991
FDA35,OUT018,2176.510963976527
FDV37,OUT018,3433.767582934577
NCO07,OUT027,4905.979603882677
FDA20,OUT045,2944.0930731153267
FDZ59,OUT035,2709.708435155946
NCY17,OUT017,-15.891015160340032
FDQ28,OUT035,2368.8109565278646
FDV35,OUT017,2274.5074444591946
FDQ36,OUT013,-62.71976649035429
FDD34,OUT018,2775.903279393493
FDK51,OUT045,4183.500106106197
FDV31,OUT035,2511.3576692726374
FDR04,OUT035,1341.679129111619
FDR14,OUT049,986.6161525261899
DRC36,OUT010,1069.9763933087513
FDE39,OUT019,554.4335298681111
FDP57,OUT049,1583.004325368617
FDE57,OUT046,2354.7867837394824
NCN18,OUT046,1311.299151658858
NCQ05,OUT018,2271.2900014926718
FDW47,OUT035,1934.774025085168
FDV46,OUT035,2000.5200239491987
NCP29,OUT045,1037.2276219763644
FDE09,OUT018,2016.612419759443
NCU06,OUT027,5109.937789227995
FDT19,OUT010,900.3842732502383
DRF15,OUT017,2291.904309965239
DRI51,OUT013,2466.900304247454
NCX54,OUT013,1568.05570110457
DRE01,OUT013,3649.1206427987136
NCB07,OUT045,3146.710827453332
FDU50,OUT035,1482.0553141237467
FDG40,OUT035,610.9229557206484
FDW10,OUT018,2819.5077069724857
FDX51,OUT013,3045.8224798207693
NCP17,OUT045,589.2275216157336
FDP21,OUT035,3068.3074532459095
FDL04,OUT045,1739.874349014998
FDV23,OUT013,1676.8230233053855
FDF24,OUT046,1587.9816161719882
FDH56,OUT027,3452.82118599768
FDB51,OUT049,999.5913231492857
FDI58,OUT027,2970.8102814176864
FDR20,OUT013,450.35243868855486
FDC51,OUT018,2154.5632880234616
FDB16,OUT027,2795.039772907894
FDE40,OUT049,939.0275325357574
NCM17,OUT035,650.5739739854173
FDU56,OUT035,2765.2226916265463
FDS32,OUT019,825.7852747913782
FDX02,OUT049,3498.8819849725187
FDT39,OUT027,4100.961988231603
FDE35,OUT017,684.7130108723627
NCI42,OUT019,1956.7662046066648
DRL23,OUT046,1964.2836822013087
FDA10,OUT046,1917.3492553901915
FDA11,OUT013,1472.1172856090234
NCM06,OUT046,2635.654867873225
NCT05,OUT035,3896.1082334622342
NCQ02,OUT010,1003.5253748642389
NCY06,OUT049,2127.2649368294697
FDY56,OUT035,3602.484293093168
FDL02,OUT035,1630.665397930581
NCI06,OUT035,2836.550331245282
FDQ14,OUT045,2557.682013648616
FDQ12,OUT017,3569.095909336176
FDP36,OUT046,19.14877510537491
FDK21,OUT027,5480.316642457055
FDO40,OUT045,2451.7262941885683
NCK54,OUT019,1466.1963035937226
FDY09,OUT018,3033.7597167546774
NCW30,OUT049,4102.86294997923
NCC55,OUT027,1993.4545050145632
FDE58,OUT018,1515.78239947644
FDR39,OUT013,2672.876829791484
FDU28,OUT049,3006.8644533047036
FDH08,OUT017,3584.2383838298992
FDG35,OUT045,2597.9874529125127
FDG22,OUT049,749.9791268198042
FDC34,OUT035,2393.131567727982
FDP15,OUT018,3920.851213371737
FDK34,OUT010,1793.0032764522073
FDU45,OUT035,1934.1178888699776
FDQ04,OUT027,2107.9114499745842
FDX22,OUT018,3742.8107494188234
FDB45,OUT017,1563.8593397637123
NCH43,OUT027,5004.762272699908
DRE60,OUT046,3704.025440391698
FDD17,OUT027,5192.530809836412
NCM54,OUT017,1848.1603257492138
NCH55,OUT013,1883.8336359126015
NCT06,OUT017,2339.65176329272
FDA48,OUT027,4835.645741682915
FDY58,OUT027,5186.5395186703645
FDO25,OUT045,3376.593732195114
FDN50,OUT045,1547.1989354666673
FDH35,OUT035,2371.0745332172164
FDK09,OUT045,3727.144460503906
FDO16,OUT013,1264.8938625344526
FDW11,OUT045,1140.0749988005218
FDU47,OUT027,3628.4062819594856
NCQ42,OUT010,257.45258779972175
FDK55,OUT027,2958.996425293615
FDN08,OUT049,1806.7838519086868
FDT57,OUT045,3858.3355029820004
FDJ12,OUT018,3608.8693797045153
DRL59,OUT017,807.574273380578
NCN53,OUT046,900.6050294705049
FDO51,OUT010,-1178.3815365057317
FDK56,OUT017,2471.549265120061
FDY12,OUT035,629.9343447567867
